id,word,alt,type,bee,group,origin,nTried,nMistakes,weight
3297,ailette,,,three,champions,,1,0,1
3298,allelopathy,,,three,champions,,1,1,1
3299,Ficus,,,three,champions,,1,0,1
3300,gentian,,,three,champions,,1,1,1
3301,toccata,,,three,champions,,1,1,1
3302,thaumaturge,,,three,champions,,1,1,1
3303,ague,,,three,champions,,1,1,1
3304,empennage,,,three,champions,,1,1,1
3305,incarnadine,encarnadine,Alt,three,champions,,1,1,1
3306,Rastafarian,,,three,champions,,1,0,1
3307,cicatrize,,,three,champions,,1,1,1
3308,kathakali,,,three,champions,,1,1,1
3309,asterion,,,three,champions,,1,0,1
3310,peregrination,,,three,champions,,1,1,1
3311,loup-garou,,,three,champions,French,1,1,1
3312,isagoge,,,three,champions,,1,0,1
3313,saccharide,,,three,champions,,1,1,1
3314,gimbaled,,,three,champions,,1,0,1
3315,imaret,,,three,champions,,1,0,1
3316,mediobrome,,,three,champions,,1,1,1
3317,kinesiology,,,three,champions,,1,1,1
3318,demulcent,,,three,champions,,1,1,1
3319,patois,,,three,champions,French,1,1,1
3320,bucatini,,,three,champions,,1,1,1
3321,camembert,,,three,champions,,1,1,1
3322,pillor,,,three,champions,,1,1,1
3323,parquet,,,three,champions,,1,1,1
3324,spirulina,,,three,champions,,1,1,1
3325,adumbrate,,,three,champions,,1,0,1
3326,Bunyanesque,,,three,champions,,1,1,1
3327,anechoic,,,three,champions,,1,1,1
3328,pekoe,,,three,champions,,1,1,1
3329,oubliette,,,three,champions,,1,1,1
3330,Chalcolithic,,,three,champions,,1,1,1
3331,hinoki,,,three,champions,,1,1,1
3332,nacelle,,,three,champions,,1,1,1
3333,joropo,,,three,champions,,1,1,1
3334,apoplexy,,,three,champions,,1,0,1
3335,sopapilla,,,three,champions,,1,0,1
3336,ravigote,,,three,champions,,1,0,1
3337,limicolous,,,three,champions,,1,0,1
3338,tatterdemalion,,,three,champions,,1,0,1
3339,nitid,,,three,champions,,1,1,1
3340,enoptromancy,,,three,champions,,1,1,1
3341,oyez,,,three,champions,,1,0,1
3342,mascarpone,,,three,champions,,1,0,1
3343,phulkari,,,three,champions,,1,2,1
3344,latitudinarian,,,three,champions,,1,0,1
3345,benison,,,three,champions,,1,0,1
3346,ruelle,,,three,champions,,1,0,1
3347,fait,,,three,champions,,1,0,1
3348,bergère,,,three,champions,,1,2,1
3349,oviparous,,,three,champions,,1,3,1
3350,pendeloque,,,three,champions,,1,3,1
3351,adscititious,,,three,champions,,1,2,1
3352,ushabti,,,three,champions,,1,3,1
3353,codswallop,,,three,champions,,1,0,1
3354,velouté,,,three,champions,,1,0,1
3355,toque,,,three,champions,,1,1,1
3356,weltschmerz,,,three,champions,German,1,2,1
3357,predilection,,,three,champions,,1,1,1
3358,mustelid,,,three,champions,,1,0,1
3359,risorgimento,,,three,champions,,1,1,1
3360,rondeau,,,three,champions,,1,1,1
3361,pinetum,,,three,champions,,1,0,1
3362,comanchero,,,three,champions,,1,2,1
3363,flaneur,,,three,champions,,1,1,1
3364,spondylitis,,,three,champions,,1,2,1
3365,olecranon,,,three,champions,,1,2,1
3366,wakame,,,three,champions,,1,0,1
3367,abeyance,,,three,champions,,1,1,1
3368,betony,,,three,champions,,1,3,1
3369,succussion,,,three,champions,,1,0,1
3370,schefflera,,,three,champions,,1,2,1
3371,kipuka,,,three,champions,,1,0,1
3372,redingote,,,three,champions,,1,0,1
3373,morel,,,three,champions,,1,1,1
3374,gesellschaft,,,three,champions,,1,1,1
3375,brioche,,,three,champions,,1,0,1
3376,agnolotti,,,three,champions,,1,1,1
3377,trichinosis,,,three,champions,,1,2,1
3378,croustade,,,three,champions,,1,1,1
3379,urticaria,,,three,champions,,1,1,1
3380,boulevardier,,,three,champions,,1,0,1
3381,thylacine,,,three,champions,,1,0,1
3382,dhurrie,,,three,champions,,1,0,1
3383,oppugn,,,three,champions,,1,0,1
3384,tomography,,,three,champions,,1,0,1
3385,zymurgy,,,three,champions,,1,0,1
3386,portmanteau,,,three,champions,,1,0,1
3387,avifauna,,,three,champions,,1,0,1
3388,danseur,,,three,champions,,1,0,1
3389,nugatory,,,three,champions,,1,0,1
3390,pylorus,,,three,champions,,1,1,1
3391,upsilon,,,three,champions,,1,0,1
3392,yttriferous,,,three,champions,,1,0,1
3393,lidocaine,,,three,champions,,1,0,1
3394,paronomasia,,,three,champions,,1,0,1
3395,sangfroid,,,three,champions,,1,0,1
3396,moiety,,,three,champions,,1,0,1
3397,breviloquence,,,three,champions,,1,1,1
3398,polemic,,,three,champions,,1,0,1
3399,accoutrement,accouterment,Alt,three,champions,,1,0,1
3400,ululate,,,three,champions,,1,0,1
3401,cygnet,,,three,champions,,1,0,1
3402,habiliments,,,three,champions,,1,0,1
3403,kanban,,,three,champions,,1,0,1
3404,toroidal,,,three,champions,,1,0,1
3405,catarrh,,,three,champions,,1,1,1
3406,syncope,,,three,champions,,1,1,1
3407,pasilla,,,three,champions,,1,0,1
3408,littoral,,,three,champions,,1,0,1
3409,mufti,,,three,champions,,1,0,1
3410,ibidem,,,three,champions,,1,0,1
3411,focaccia,,,three,champions,,1,0,1
3412,graticule,,,three,champions,,1,0,1
3413,hellebore,,,three,champions,,1,0,1
3414,illative,,,three,champions,,1,0,1
3415,hariolation,,,three,champions,,1,0,1
3416,cephalopod,,,three,champions,,1,0,1
3417,subrident,,,three,champions,,1,0,1
3418,obloquy,,,three,champions,,1,0,1
3419,erubescent,,,three,champions,,1,0,1
3420,tetrachoric,,,three,champions,,1,0,1
3421,farrago,,,three,champions,,1,0,1
3422,budgerigar,budgereegah,Alt,three,champions,,1,0,1
3423,amaryllis,,,three,champions,,1,1,1
3424,Bauhaus,,,three,champions,,1,0,1
3425,digerati,,,three,champions,,1,0,1
3426,telegnosis,,,three,champions,,1,0,1
3427,binturong,,,three,champions,,1,0,1
3428,vizierial,,,three,champions,,1,0,1
3429,adiabatic,,,three,champions,,1,0,1
3430,umami,,,three,champions,,1,0,1
3431,ajimez,,,three,champions,,1,0,1
3432,rhyton,,,three,champions,,1,0,1
3433,lipophilic,,,three,champions,,1,1,1
3434,paillard,,,three,champions,,1,1,1
3435,repartee,,,three,champions,,1,0,1
3436,jabot,,,three,champions,,1,0,1
3437,yuloh,,,three,champions,,1,0,1
3438,fjeld,,,three,champions,,1,0,1
3439,holobenthic,,,three,champions,,1,0,1
3440,tazza,,,three,champions,,1,0,1
3441,camarilla,,,three,champions,,1,0,1
3442,polydactyly,,,three,champions,,1,0,1
3443,reseau,,,three,champions,,1,0,1
3444,paraquat,,,three,champions,,1,0,1
3445,Nicoise,Niçoise,No preference,three,champions,,1,1,1
3446,caryatid,,,three,champions,,1,1,1
3447,diamanté,,,three,champions,,1,1,1
3448,zeitgeist,,,three,champions,,1,1,1
3449,exaugural,,,three,champions,,1,1,1
3450,extravasate,,,three,champions,,1,1,1
3451,oeuvre,,,three,champions,,1,1,1
3452,realgar,,,three,champions,,1,0,1
3453,otiose,,,three,champions,,1,0,1
3454,Orwellian,,,three,champions,,1,0,1
3455,alpargata,,,three,champions,,1,3,1
3456,wickiup,,,three,champions,,1,0,1
3457,kugel,,,three,champions,,1,1,1
3458,pastitsio,pastitso,,three,champions,,1,1,1
3459,tiffin,,,three,champions,,1,0,1
3460,saturnine,,,three,champions,,1,0,1
3461,pappardelle,,,three,champions,,1,1,1
3462,aioli,,,three,champions,,1,1,1
3463,theca,,,three,champions,,1,1,1
3464,sphygmometer,,,three,champions,,1,1,1
3465,aficionado,afficionado,Alt,three,champions,,1,3,1
3466,ustion,,,three,champions,,1,0,1
3467,inesculent,,,three,champions,,1,0,1
3468,agalma,,,three,champions,,1,1,1
3469,obdurate,,,three,champions,,1,0,1
3470,loupe,,,three,champions,,1,0,1
3471,contretemps,,,three,champions,,1,1,1
3472,immiscible,,,three,champions,,1,0,1
3473,nescience,,,three,champions,,1,1,1
3474,almoner,,,three,champions,,1,0,1
3475,perorate,,,three,champions,,1,0,1
3476,bauxite,,,three,champions,,1,0,1
3477,moraine,,,three,champions,,1,0,1
3478,huapango,,,three,champions,,1,1,1
3479,carte,,,three,champions,,1,0,1
3480,bailiwick,,,three,champions,,1,0,1
3481,funori,,,three,champions,,1,0,1
3482,parallax,,,three,champions,,1,0,1
3483,disciform,,,three,champions,,1,0,1
3484,krewe,,,three,champions,,1,0,1
3485,quidnunc,,,three,champions,,1,0,1
3486,pejorate,,,three,champions,,1,2,1
3487,maquette,,,three,champions,,1,0,1
3488,vicenary,,,three,champions,,1,0,1
3489,Luddite,,,three,champions,,1,0,1
3490,chastushka,,,three,champions,,1,1,1
3491,quokka,,,three,champions,,1,1,1
3492,oleiculture,,,three,champions,,1,1,1
3493,Magellan,,,three,champions,,1,0,1
3494,imbroglio,embroglio,Alt,three,champions,,1,1,1
3495,heinousness,,,three,champions,,1,0,1
3496,euphonious,,,three,champions,,1,0,1
3497,hypertrophy,,,three,champions,,1,0,1
3498,avuncular,,,three,champions,,1,1,1
3499,Feldenkrais,,,three,champions,,1,1,1
3500,otacoustic,,,three,champions,,1,1,1
3501,prana,,,three,champions,,1,0,1
3502,panjandrum,,,three,champions,,1,1,1
3503,katsura,,,three,champions,,1,0,1
3504,bobolink,,,three,champions,,1,0,1
3505,pertinacity,,,three,champions,,1,1,1
3506,pistou,,,three,champions,,1,3,1
3507,neophyte,,,three,champions,,1,0,1
3508,arachnophagous,,,three,champions,,1,2,1
3509,clavichord,,,three,champions,,1,0,1
3510,dauerlauf,,,three,champions,,1,2,1
3511,corrigenda,,,three,champions,,1,0,1
3512,tanager,,,three,champions,,1,2,1
3513,mountebank,,,three,champions,,1,0,1
3514,Reykjavík,,,three,champions,,1,4,1
3515,mesial,,,three,champions,,1,1,1
3516,rescissible,,,three,champions,,1,0,1
3517,lefse,,,three,champions,,1,1,1
3518,luculent,,,three,champions,,1,1,1
3519,myeloma,,,three,champions,,1,1,1
3520,renminbi,,,three,champions,,1,1,1
3521,theodicy,,,three,champions,,1,1,1
3522,framboise,,,three,champions,,1,0,1
3523,saponaceous,,,three,champions,,1,1,1
3524,bathos,,,three,champions,,1,0,1
3525,tikkun,,,three,champions,,1,0,1
3526,harmattan,,,three,champions,,1,0,1
3527,mamushi,,,three,champions,,1,0,1
3528,outré,,,three,champions,,1,0,1
3529,anodyne,,,three,champions,,1,0,1
3530,gyttja,,,three,champions,,1,1,1
3531,dysrhythmia,,,three,champions,,1,2,1
3532,denouement,,,three,champions,,1,1,1
3533,examen,,,three,champions,,1,0,1
3534,tourelle,,,three,champions,,1,1,1
3535,acequia,,,three,champions,,1,1,1
3536,transhumance,,,three,champions,,1,1,1
3537,bodhran,,,three,champions,,1,3,1
3538,carmagnole,,,three,champions,,1,2,1
3539,Panagia,,,three,champions,,1,2,1
3540,rocaille,,,three,champions,,1,2,1
3541,bouillon,,,three,champions,,1,1,1
3542,veridical,,,three,champions,,1,0,1
3543,basilica,,,three,champions,,1,0,1
3544,gambol,,,three,champions,,1,0,1
3545,nudibranch,,,three,champions,,1,0,1
3546,ikat,,,three,champions,,1,0,1
3547,gagaku,,,three,champions,,1,0,1
3548,pirouetted,,,three,champions,,1,0,1
3549,prognosticate,,,three,champions,,1,0,1
3550,terpsichore,,,three,champions,,1,2,1
3551,sotto voce,,,three,champions,,1,0,1
3552,trigeminal,,,three,champions,,1,0,1
3553,dulcinea,,,three,champions,,1,0,1
3554,stanchion,,,three,champions,,1,0,1
3555,akaryote,,,three,champions,,1,0,1
3556,goosander,,,three,champions,,1,0,1
3557,xiphias,,,three,champions,,1,2,1
3558,hsaing-waing,,,three,champions,,1,1,1
3559,seine,,,three,champions,,1,0,1
3560,affogato,,,three,champions,,1,0,1
3561,ferruginous,,,three,champions,,1,1,1
3562,totipotency,,,three,champions,,1,0,1
3563,secant,,,three,champions,,1,0,1
3564,bloviate,,,three,champions,,1,0,1
3565,verdure,,,three,champions,,1,3,1
3566,skeuomorph,,,three,champions,,1,3,1
3567,Bolognese,,,three,champions,,1,0,1
3568,kobold,,,three,champions,,1,1,1
3569,mortadella,,,three,champions,,1,0,1
3570,modiste,,,three,champions,,1,0,1
3571,sacerdotal,,,three,champions,,1,2,1
3572,colporteur,colporter,No preference,three,champions,,1,2,1
3573,querulous,,,three,champions,,1,0,1
3574,orogeny,,,three,champions,,1,0,1
3575,stannum,,,three,champions,,1,1,1
3576,chrysolite,,,three,champions,,1,0,1
3577,impugn,,,three,champions,,1,0,1
3578,toxicosis,,,three,champions,,1,0,1
3579,agitprop,,,three,champions,,1,1,1
3580,bibimbap,,,three,champions,,1,0,1
3581,tenon,,,three,champions,,1,0,1
3582,mizuna,,,three,champions,,1,0,1
3583,quattrocento,,,three,champions,,1,0,1
3584,spiedini,,,three,champions,,1,0,1
3585,diastole,,,three,champions,,1,1,1
3586,étouffée,etouffee,No preference,three,champions,,1,0,1
3587,encina,,,three,champions,,1,1,1
3588,coalescence,,,three,champions,,1,0,1
3589,exsect,,,three,champions,,1,0,1
3590,gendarme,,,three,champions,,1,0,1
3591,stretto,,,three,champions,,1,1,1
3592,consigliere,,,three,champions,,1,2,1
3593,sulcus,,,three,champions,,1,0,1
3594,hamadryad,,,three,champions,,1,0,1
3595,ochlocracy,,,three,champions,,1,1,1
3596,capotasto,,,three,champions,,1,0,1
3597,rongeur,,,three,champions,,1,0,1
3598,parterre,,,three,champions,,1,1,1
3599,katakana,,,three,champions,,0,0,1
3600,immure,,,three,champions,,0,0,1
3601,puchero,,,three,champions,,0,0,1
3602,Adélie,,,three,champions,,0,0,1
3603,béchamel,,,three,champions,,0,0,1
3604,cozen,,,three,champions,,0,0,1
3605,beurre,,,three,champions,,0,0,1
3606,naumachia,,,three,champions,,0,0,1
3607,rhizome,,,three,champions,,0,0,1
3608,surcease,,,three,champions,,0,0,1
3609,eleemosynary,,,three,champions,,0,0,1
3610,zazen,,,three,champions,,0,0,1
3611,rubefacient,,,three,champions,,0,0,1
3612,paroxysm,,,three,champions,,0,0,1
3613,niveau,,,three,champions,,0,0,1
3614,trompe,,,three,champions,,0,0,1
3615,longevous,,,three,champions,,0,0,1
3616,hauteur,,,three,champions,,0,0,1
3617,tournedos,,,three,champions,,0,0,1
3618,contrapposto,,,three,champions,,0,0,1
3619,luthier,,,three,champions,,0,0,1
3620,aposematic,,,three,champions,,0,0,1
3621,vitiate,,,three,champions,,0,0,1
3622,inchoate,,,three,champions,,0,0,1
3623,nictitate,,,three,champions,,0,0,1
3624,exiguous,,,three,champions,,0,0,1
3625,carapace,,,three,champions,,0,0,1
3626,coaxation,,,three,champions,,0,0,1
3627,consanguine,,,three,champions,,0,0,1
3628,pneumatocyst,,,three,champions,,0,0,1
3629,Rorschach,,,three,champions,,0,0,1
3630,insouciance,,,three,champions,,0,0,1
3631,saccadic,,,three,champions,,0,0,1
3632,croquembouche,,,three,champions,,0,0,1
3633,Ouagadougou,,,three,champions,,0,0,1
3634,dubitante,,,three,champions,,0,0,1
3635,pruritus,,,three,champions,,0,0,1
3636,kente,,,three,champions,,0,0,1
3637,frazil,,,three,champions,,0,0,1
3638,wassail,,,three,champions,,0,0,1
3639,élan,,,three,champions,,0,0,1
3640,ossicle,,,three,champions,,0,0,1
3641,valetudinary,,,three,champions,,0,0,1
3642,elision,,,three,champions,,0,0,1
3643,beccafico,,,three,champions,,0,0,1
3644,frison,,,three,champions,,0,0,1
3645,malleolus,,,three,champions,,0,0,1
3646,duello,,,three,champions,,0,0,1
3647,accompli,,,three,champions,,0,0,1
3648,rafflesia,,,three,champions,,0,0,1
3649,retinoscopy,,,three,champions,,0,0,1
3650,bourgeois,,,three,champions,,0,0,1
3651,elegiac,,,three,champions,,0,0,1
3652,thalassic,,,three,champions,,0,0,1
3653,strychnine,,,three,champions,,0,0,1
3654,cinerarium,,,three,champions,,0,0,1
3655,venenate,,,three,champions,,0,0,1
3656,fossiliferous,,,three,champions,,0,0,1
3657,rathskeller,,,three,champions,,0,0,1
3658,bijouterie,,,three,champions,,0,0,1
3659,hominem,,,three,champions,,0,0,1
3660,synecdoche,,,three,champions,,0,0,1
3661,titian,,,three,champions,,0,0,1
3662,malachite,,,three,champions,,0,0,1
3663,atlatl,,,three,champions,,0,0,1
3664,polloi,,,three,champions,,0,0,1
3665,shubunkin,,,three,champions,,0,0,1
3666,unwonted,,,three,champions,,0,0,1
3667,gaillardia,,,three,champions,,0,0,1
3668,vigneron,,,three,champions,,0,0,1
3669,tryptophan,,,three,champions,,0,0,1
3670,avgolemono,,,three,champions,,0,0,1
3671,auteur,,,three,champions,,0,0,1
3672,embolus,,,three,champions,,0,0,1
3673,dreikanter,,,three,champions,,0,0,1
3674,nisse,,,three,champions,,0,0,1
3675,haori,,,three,champions,,0,0,1
3676,solipsist,,,three,champions,,0,0,1
3677,woad,,,three,champions,,0,0,1
3678,pusillanimous,,,three,champions,,0,0,1
3679,radicchio,,,three,champions,,0,0,1
3680,aerophilatelic,,,three,champions,,0,0,1
3681,milieu,,,three,champions,,0,0,1
3682,sommelier,,,three,champions,,0,0,1
3683,susurrus,,,three,champions,,0,0,1
3684,caisson,,,three,champions,,0,0,1
3685,facile,,,three,champions,,0,0,1
3686,tralatitious,,,three,champions,,0,0,1
3687,vilipend,,,three,champions,,0,0,1
3688,palaver,,,three,champions,,0,0,1
3689,Conestoga,,,three,champions,,0,0,1
3690,sumpsimus,,,three,champions,,0,0,1
3691,bavardage,,,three,champions,,0,0,1
3692,hepatectomy,,,three,champions,,0,0,1
3693,draegerman,,,three,champions,,0,0,1
3694,nunchaku,,,three,champions,,0,0,1
3695,bibelot,,,three,champions,,0,0,1
3696,coulibiac,,,three,champions,,0,0,1
3697,moulage,,,three,champions,,0,0,1
3698,trichotillomania,,,three,champions,,0,0,1
3699,kibitzer,kibbitzer,Alt,three,champions,,0,0,1
3700,bireme,,,three,champions,,0,0,1
3701,aniseikonia,,,three,champions,,0,0,1
3702,mignonette,,,three,champions,,0,0,1
3703,concinnate,,,three,champions,,0,0,1
3704,Castilian,,,three,champions,,0,0,1
3705,bonspiel,,,three,champions,,0,0,1
3706,paladin,,,three,champions,,0,0,1
3707,Aitutakian,,,three,champions,,0,0,1
3708,vicissitudes,,,three,champions,,0,0,1
3709,yakitori,,,three,champions,,0,0,1
3710,vervain,,,three,champions,,0,0,1
3711,pulchritude,,,three,champions,,0,0,1
3712,cabochon,,,three,champions,,0,0,1
3713,Achernar,,,three,champions,,0,0,1
3714,piccata,,,three,champions,,0,0,1
3715,pseudonymous,,,three,champions,,0,0,1
3716,agelicism,,,three,champions,,0,0,1
3717,cyrillic,,,three,champions,,0,0,1
3718,aquiclude,,,three,champions,,0,0,1
3719,Ushuaia,,,three,champions,,0,0,1
3720,demurrage,,,three,champions,,0,0,1
3721,andouille,,,three,champions,,0,0,1
3722,zaibatsu,,,three,champions,,0,0,1
3723,gules,,,three,champions,,0,0,1
3724,frigate,,,three,champions,,0,0,1
3725,maringouin,,,three,champions,,0,0,1
3726,chicle,,,three,champions,,0,0,1
3727,pompeii,,,three,champions,,0,0,1
3728,laterigrade,,,three,champions,,0,0,1
3729,querida,,,three,champions,,0,0,1
3730,obeisant,,,three,champions,,0,0,1
3731,ranine,,,three,champions,,0,0,1
3732,hauberk,,,three,champions,,0,0,1
3733,nonage,,,three,champions,,0,0,1
3734,ahimsa,,,three,champions,,0,0,1
3735,reboation,,,three,champions,,0,0,1
3736,ascites,,,three,champions,,0,0,1
3737,pinniped,,,three,champions,,0,0,1
3738,litigious,,,three,champions,,0,0,1
3739,genoise,,,three,champions,,0,0,1
3740,leonine,,,three,champions,,0,0,1
3741,lebensraum,,,three,champions,,0,0,1
3742,jacaranda,,,three,champions,,0,0,1
3743,flèche,,,three,champions,,0,0,1
3744,au,,,three,champions,,0,0,1
3745,farina,,,three,champions,,0,0,1
3746,kakapo,,,three,champions,,0,0,1
3747,tarpaulin,,,three,champions,,0,0,1
3748,queue,,,three,champions,,0,0,1
3749,l’oeil,,,three,champions,,0,0,1
3750,pasquinade,,,three,champions,,0,0,1
3751,fanfaronade,,,three,champions,,0,0,1
3752,coadjutor,,,three,champions,,0,0,1
3753,nainsook,,,three,champions,,0,0,1
3754,gorgon,,,three,champions,,0,0,1
3755,devastavit,,,three,champions,,0,0,1
3756,podagra,,,three,champions,,0,0,1
3757,oxalis,,,three,champions,,0,0,1
3758,sedulous,,,three,champions,,0,0,1
3759,macaque,,,three,champions,,0,0,1
3760,hypallage,,,three,champions,,0,0,1
3761,sporran,,,three,champions,,0,0,1
3762,oxyacetylene,,,three,champions,,0,0,1
3763,plumassier,,,three,champions,,0,0,1
3764,degauss,,,three,champions,,0,0,1
3765,cartouches,,,three,champions,,0,0,1
3766,ranunculus,,,three,champions,,0,0,1
3767,guilloche,,,three,champions,,0,0,1
3768,Stradivarius,,,three,champions,,0,0,1
3769,jicama,,,three,champions,,0,0,1
3770,amygdala,,,three,champions,,0,0,1
3771,dudgeon,,,three,champions,,0,0,1
3772,dysphasia,,,three,champions,,0,0,1
3773,pastiche,,,three,champions,,0,0,1
3774,bdelloid,,,three,champions,,0,0,1
3775,zabaglione,,,three,champions,,0,0,1
3776,Plantagenet,,,three,champions,,0,0,1
3777,anathema,,,three,champions,,0,0,1
3778,hagiographer,,,three,champions,,0,0,1
3779,chevalier,,,three,champions,,0,0,1
3780,nihilism,,,three,champions,,0,0,1
3781,persiflage,,,three,champions,,0,0,1
3782,supercilious,,,three,champions,,0,0,1
3783,intonaco,,,three,champions,,0,0,1
3784,Aramaic,,,three,champions,,0,0,1
3785,Basenji,,,three,champions,,0,0,1
3786,scaberulous,,,three,champions,,0,0,1
3787,tokonoma,,,three,champions,,0,0,1
3788,variscite,,,three,champions,,0,0,1
3789,cantatrice,,,three,champions,,0,0,1
3790,realpolitik,,,three,champions,,0,0,1
3791,altazimuth,,,three,champions,,0,0,1
3792,ritenuto,,,three,champions,,0,0,1
3793,allochroous,,,three,champions,,0,0,1
3794,pissaladière,,,three,champions,,0,0,1
3795,jalousie,,,three,champions,,0,0,1
3796,phloem,,,three,champions,,0,0,1
3797,cicerone,,,three,champions,,0,0,1
3798,cordillera,,,three,champions,,0,0,1
3799,duxelles,,,three,champions,,0,0,1
3800,teneramente,,,three,champions,,0,0,1
3801,cheongsam,,,three,champions,,0,0,1
3802,onychitis,,,three,champions,,0,0,1
3803,wasteweir,,,three,champions,,0,0,1
3804,spodumene,,,three,champions,,0,0,1
3805,effrontery,,,three,champions,,0,0,1
3806,calefacient,,,three,champions,,0,0,1
3807,ginglymus,,,three,champions,,0,0,1
3808,anhinga,,,three,champions,,0,0,1
3809,yosenabe,,,three,champions,,0,0,1
3810,mangonel,,,three,champions,,0,0,1
3811,dactylic,,,three,champions,,0,0,1
3812,hirsute,,,three,champions,,0,0,1
3813,leberwurst,,,three,champions,,0,0,1
3814,hoi,,,three,champions,,0,0,1
3815,somnolent,,,three,champions,,0,0,1
3816,apodyterium,,,three,champions,,0,0,1
3817,moussaka,,,three,champions,,0,0,1
3818,de,,,three,champions,,0,0,1
3819,arenaceous,,,three,champions,,0,0,1
3820,llanero,,,three,champions,,0,0,1
3821,lilliputian,,,three,champions,,0,0,1
3822,hangul,,,three,champions,,0,0,1
3823,unguiculate,,,three,champions,,0,0,1
3824,ecclesiology,,,three,champions,,0,0,1
3825,desman,,,three,champions,,0,0,1
3826,Beethovenian,,,three,champions,,0,0,1
3827,arthralgia,,,three,champions,,0,0,1
3828,dhole,,,three,champions,,0,0,1
3829,penurious,,,three,champions,,0,0,1
3830,proprioceptive,,,three,champions,,0,0,1
3831,tussock,,,three,champions,,0,0,1
3832,incunabula,,,three,champions,,0,0,1
3833,chiffonade,,,three,champions,,0,0,1
3834,Airedale,,,three,champions,,0,0,1
3835,diphtheria,,,three,champions,,0,0,1
3836,bolide,,,three,champions,,0,0,1
3837,sinophile,,,three,champions,,0,0,1
3838,politeia,,,three,champions,,0,0,1
3839,scurrilous,,,three,champions,,0,0,1
3840,corsair,,,three,champions,,0,0,1
3841,crepuscular,,,three,champions,,0,0,1
3842,Chantilly,,,three,champions,,0,0,1
3843,xyloglyphy,,,three,champions,,0,0,1
3844,ocotillo,,,three,champions,,0,0,1
3845,rhinorrhagia,,,three,champions,,0,0,1
3846,Nereid,,,three,champions,,0,0,1
3847,diktat,,,three,champions,,0,0,1
3848,vinaigrette,,,three,champions,,0,0,1
3849,gasthaus,,,three,champions,,0,0,1
3850,senryu,,,three,champions,,0,0,1
3851,semaphore,,,three,champions,,0,0,1
3852,glossopetrae,,,three,champions,,0,0,1
3853,lecithin,,,three,champions,,0,0,1
3854,scintillation,,,three,champions,,0,0,1
3855,griffonage,,,three,champions,,0,0,1
3856,cabaletta,,,three,champions,,0,0,1
3857,inveighed,,,three,champions,,0,0,1
3858,megacephalic,,,three,champions,,0,0,1
3859,lachsschinken,,,three,champions,,0,0,1
3860,estival,aestival,No preference,three,champions,,0,0,1
3861,sotto,,,three,champions,,0,0,1
3862,bouffant,,,three,champions,,0,0,1
3863,dorsiflexor,,,three,champions,,0,0,1
3864,Zanni,,,three,champions,,0,0,1
3865,ardoise,,,three,champions,,0,0,1
3866,lysozyme,,,three,champions,,0,0,1
3867,transience,,,three,champions,,0,0,1
3868,communiqué,,,three,champions,,0,0,1
3869,coterie,,,three,champions,,0,0,1
3870,desiccate,,,three,champions,,0,0,1
3871,capsaicin,,,three,champions,,0,0,1
3872,fetticus,,,three,champions,,0,0,1
3873,cornichon,,,three,champions,,0,0,1
3874,cachexia,,,three,champions,,0,0,1
3875,azulejo,,,three,champions,,0,0,1
3876,nidicolous,,,three,champions,,0,0,1
3877,synod,,,three,champions,,0,0,1
3878,harangue,,,three,champions,,0,0,1
3879,nauseam,,,three,champions,,0,0,1
3880,heliacal,,,three,champions,,0,0,1
3881,sepulchral,,,three,champions,,0,0,1
3882,maillot,,,three,champions,,0,0,1
3883,Kjeldahl,,,three,champions,,0,0,1
3884,decastich,,,three,champions,,0,0,1
3885,sauger,,,three,champions,,0,0,1
3886,deuterium,,,three,champions,,0,0,1
3887,Valkyrian,,,three,champions,,0,0,1
3888,tapetum,,,three,champions,,0,0,1
3889,horologist,,,three,champions,,0,0,1
3890,ichthyology,,,three,champions,,0,0,1
3891,obliviscence,,,three,champions,,0,0,1
3892,beaumontage,,,three,champions,,0,0,1
3893,Wensleydale,,,three,champions,,0,0,1
3894,colcannon,,,three,champions,,0,0,1
3895,farouche,,,three,champions,,0,0,1
3896,reconnoiter,reconnoitre,No preference,three,champions,,0,0,1
3897,gazoz,,,three,champions,,0,0,1
3898,zocalo,,,three,champions,,0,0,1
3899,paramahamsa,,,three,champions,,0,0,1
3900,phytophilous,,,three,champions,,0,0,1
3901,beelzebub,,,three,champions,,0,0,1
3902,Jacobean,,,three,champions,,0,0,1
3903,kwashiorkor,,,three,champions,,0,0,1
3904,dragée,,,three,champions,,0,0,1
3905,potager,,,three,champions,,0,0,1
3906,ennui,,,three,champions,,0,0,1
3907,Icarian,,,three,champions,,0,0,1
3908,millegrain,,,three,champions,,0,0,1
3909,topazolite,,,three,champions,,0,0,1
3910,depilatory,,,three,champions,,0,0,1
3911,pâtissier,patissier,No preference,three,champions,,0,0,1
3912,hummock,,,three,champions,,0,0,1
3913,solecism,,,three,champions,,0,0,1
3914,laulau,,,three,champions,,0,0,1
3915,sorghum,,,three,champions,,0,0,1
3916,argot,,,three,champions,,0,0,1
3917,satiety,,,three,champions,,0,0,1
3918,oolite,,,three,champions,,0,0,1
3919,riparian,,,three,champions,,0,0,1
3920,ecchymosis,,,three,champions,,0,0,1
3921,asphyxiate,,,three,champions,,0,0,1
3922,fouetté,,,three,champions,,0,0,1
3923,pahoehoe,,,three,champions,,0,0,1
3924,diluent,,,three,champions,,0,0,1
